"address","storey_range","LATITUDE","LONGITUDE","resale_price","floor_area_sqm","remaining_lease_year","PROX_CBD","PROX_ELDERLYCARE","PROX_HAWKER","PROX_MRTLRT","PROX_PARKS","PROX_SUPERMARKETS","PROX_CLINICS","NUM_KINDERGARDEN_350M","NUM_CHILDCARE_350M","NUM_BUSSTOP_350M","NUM_PRISCH_1KM","storey_01TO03","storey_04TO06","storey_07TO09","storey_10TO12","storey_13TO15","storey_16TO18","storey_19TO21","storey_22TO24","storey_25TO27","storey_28TO30","storey_31TO33","storey_34TO36","storey_37TO39","storey_40TO42","storey_43TO45","storey_46TO48","storey_49TO51"
"201 TOA PAYOH NTH","10 TO 12",1.341138,103.8501,325000,87,53,11.597,0.5996956,0.3022936,0.3777106,1.097662,0.2786706,0.2565798,1,4,8,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"200 TOA PAYOH NTH","04 TO 06",1.341673,103.851,330000,87,53,11.633,0.5215589,0.3907877,0.4869846,1.091373,0.3806623,0.3369899,0,3,7,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"204 TOA PAYOH NTH","04 TO 06",1.341484,103.8491,378000,87,53,11.275,0.6708467,0.3364402,0.2763089,1.004688,0.2868866,0.2868865,2,3,9,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"118 POTONG PASIR AVE 1","04 TO 06",1.335481,103.8627,380000,96,64,9.605,0.4030674,0.6258067,0.8445923,0.7912296,0.08177085,0.08177033,0,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13 JOO SENG RD","04 TO 06",1.335704,103.8795,394000,102,64,10.189,0.7144838,0.9372752,0.7883961,0.2754508,0.175487,0.2237126,1,1,4,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"113 POTONG PASIR AVE 1","07 TO 09",1.336056,103.8636,395000,96,64,9.754,0.5055855,0.7361157,0.7975552,0.7280409,0.07064875,0.07064835,0,2,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"115 POTONG PASIR AVE 1","07 TO 09",1.33727,103.8628,440000,96,64,9.883,0.4429589,0.6806121,0.9165511,0.5927916,0.2110216,0.2110209,0,1,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"252 KIM KEAT LINK","01 TO 03",1.331215,103.8572,442800,104,68,10.276,0.1762278,0.4447281,1.095181,1.034457,0.1004424,0.1089738,1,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"104 POTONG PASIR AVE 1","13 TO 15",1.334339,103.8692,570000,102,64,8.998,0.5146017,0.6859447,0.327464,0.6695459,0.3090819,0.1462127,0,3,11,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"11 LOR 8 TOA PAYOH","13 TO 15",1.337233,103.8588,573000,103,77,11.126,0.1470353,0.298929,1.30815,0.7624042,0.4183201,0.2806541,0,3,7,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"145 POTONG PASIR AVE 2","07 TO 09",1.332373,103.8662,605000,104,64,9.049,0.803991,1.052857,0.3399299,0.8204186,0.0986636,0.1790884,3,2,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"79D TOA PAYOH CTRL","07 TO 09",1.334641,103.8492,710000,91,88,8.543,0.2699405,0.3155189,0.2894345,0.4683878,0.2310088,6.034774e-08,3,4,14,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"139A LOR 1A TOA PAYOH","13 TO 15",1.336278,103.844,750000,91,92,8.9,0.2774535,0.2147457,0.5256785,0.7665242,0.4960007,0.208535,1,4,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"79E TOA PAYOH CTRL","16 TO 18",1.334727,103.8498,762000,91,89,8.539,0.2034039,0.2429902,0.3472151,0.5028952,0.1773224,0.07378896,1,7,9,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"138A LOR 1A TOA PAYOH","16 TO 18",1.336711,103.8455,772000,91,92,8.897,0.375491,0.1736336,0.4412059,0.732596,0.4498263,0.1278389,5,6,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"139A LOR 1A TOA PAYOH","16 TO 18",1.336278,103.844,790000,91,91,8.9,0.2774535,0.2147457,0.5256785,0.7665242,0.4960007,0.208535,1,4,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"139B LOR 1A TOA PAYOH","22 TO 24",1.336711,103.8439,795000,91,92,8.757,0.3238252,0.1798889,0.4955108,0.8165647,0.5442127,0.1852729,1,4,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"79E TOA PAYOH CTRL","25 TO 27",1.334727,103.8498,806888,91,88,8.539,0.2034039,0.2429902,0.3472151,0.5028952,0.1773224,0.07378896,1,7,9,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"79D TOA PAYOH CTRL","37 TO 39",1.334641,103.8492,822000,90,88,8.543,0.2699405,0.3155189,0.2894345,0.4683878,0.2310088,6.034774e-08,3,4,14,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"24 MARSILING DR","04 TO 06",1.441505,103.7721,240000,92,57,24.483,0.5337918,0.6225618,1.017338,0.4931018,1.004799,0.5477202,2,2,7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5 MARSILING DR","04 TO 06",1.439727,103.7754,240000,90,54,24.529,0.1240757,0.5020979,0.8107698,0.5552804,0.7990486,0.3347062,0,1,9,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"25 MARSILING DR","07 TO 09",1.44194,103.7721,240000,91,57,24.622,0.5639232,0.6120086,1.06617,0.5314484,1.053631,0.5053765,2,2,7,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8 MARSILING DR","04 TO 06",1.441345,103.7772,245000,88,55,24.576,0.229104,0.2805133,1.036015,0.5795566,0.9118765,0.24123,0,1,13,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"201 MARSILING DR","07 TO 09",1.4427,103.7754,265000,92,60,24.192,0.3811677,0.2360543,1.136495,0.754687,1.123477,0.2812319,2,1,12,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"30 MARSILING DR","10 TO 12",1.442559,103.7724,275000,97,57,24.53,0.5693606,0.5535743,1.126054,0.6102014,1.11351,0.4275995,2,2,6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"154 WOODLANDS ST 13","04 TO 06",1.434687,103.7754,280000,91,66,23.257,0.5342547,0.5009861,0.2838647,0.4687221,0.2747517,0.08414685,0,3,9,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"853 WOODLANDS ST 83","04 TO 06",1.439435,103.7931,290000,84,73,27.488,0.2738812,0.8473629,0.6850897,1.33545,0.3075299,0.2371349,1,8,13,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"343 WOODLANDS AVE 1","01 TO 03",1.431746,103.7807,290000,84,69,26.888,0.8553809,0.2208239,0.7379292,0.5518836,0.2201321,0.2167286,0,4,9,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"627 WOODLANDS AVE 6","01 TO 03",1.433485,103.8012,302000,96,78,26.073,0.8500807,0.714959,0.7853332,2.390093,0.3976846,0.1349808,0,12,8,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"630 WOODLANDS RING RD","10 TO 12",1.434597,103.8015,303000,100,78,26.112,0.8245711,0.5967221,0.6645365,2.353684,0.5105831,0.1621347,0,13,7,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"350 WOODLANDS AVE 3","04 TO 06",1.433842,103.7823,305000,84,68,23.957,0.7387001,0.2813448,0.574367,0.4523006,0.2859045,0.2705722,0,3,6,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"832 WOODLANDS ST 83","01 TO 03",1.439669,103.7908,305000,103,74,27.225,0.4966998,1.105991,0.5078423,1.088864,0.3418338,6.018733e-08,2,5,11,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"729 WOODLANDS CIRCLE","10 TO 12",1.442562,103.7986,305888,91,77,27.409,0.7061696,0.3704122,0.3412026,1.853105,0.3428601,0.2097996,2,6,9,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"659 WOODLANDS RING RD","01 TO 03",1.435998,103.7991,310000,100,77,26.202,0.5155466,0.4714246,0.550475,2.097271,0.4699202,0.2412423,1,7,9,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"728 WOODLANDS CIRCLE","04 TO 06",1.44288,103.7989,310000,91,77,27.52,0.7512691,0.3830493,0.3450165,1.878215,0.3144542,0.1984819,2,6,9,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"773 WOODLANDS DR 60","07 TO 09",1.447473,103.7977,310000,93,77,27.476,1.147184,0.8972822,0.8441819,1.780252,0.2099492,0.2099483,0,3,8,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"750 WOODLANDS AVE 4","04 TO 06",1.44434,103.7939,312000,101,77,27.569,0.7551661,0.8951711,0.8865764,1.323327,0.4171937,0.3951849,1,6,8,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"742 WOODLANDS CIRCLE","10 TO 12",1.443921,103.796,313000,103,77,27.431,0.7196726,0.6810315,0.6634235,1.555337,0.3007462,0.3007466,2,7,8,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"706 WOODLANDS DR 40","10 TO 12",1.439778,103.7967,313000,99,76,27.56,0.3309815,0.4465355,0.4868919,1.698756,0.3002183,0.3309728,1,4,8,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"759 WOODLANDS AVE 6","01 TO 03",1.446475,103.7954,315000,102,77,27.989,0.9898693,0.9320581,0.8993203,1.508099,0.3175935,0.3175929,1,6,7,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"618 WOODLANDS AVE 4","04 TO 06",1.433641,103.7966,315000,95,78,26.654,0.4837261,0.8290975,0.7710102,1.964422,0.3493724,0.3493719,1,5,14,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"660 WOODLANDS RING RD","10 TO 12",1.435712,103.7995,315000,101,77,26.167,0.5694877,0.4860122,0.5644231,2.152274,0.4843821,0.1927347,1,6,10,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"734 WOODLANDS CIRCLE","04 TO 06",1.443892,103.7979,317000,101,77,27.53,0.7888621,0.5339328,0.498027,1.768675,0.1925712,0.1206202,2,7,8,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"786B WOODLANDS DR 60","04 TO 06",1.445688,103.8007,317000,90,77,27.538,1.120007,0.6363758,0.5652103,2.080565,0.2841952,0.2476932,1,5,8,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"525 WOODLANDS DR 14","04 TO 06",1.432323,103.7933,320000,104,79,26.095,0.4416292,1.181011,0.5637984,1.628337,0.1649922,0.1747361,1,3,12,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"627 WOODLANDS AVE 6","04 TO 06",1.433485,103.8012,320000,90,78,26.073,0.8500807,0.714959,0.7853332,2.390093,0.3976846,0.1349808,0,12,8,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"760 WOODLANDS AVE 6","01 TO 03",1.446823,103.7965,320000,102,77,27.593,1.045424,0.8911953,0.8488788,1.638222,0.2219811,0.2219803,1,5,7,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"682D WOODLANDS DR 73","04 TO 06",1.440961,103.8047,322000,105,79,26.528,1.177904,0.4626617,0.4181089,2.130976,0.1677917,0.1677915,1,2,10,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"549 WOODLANDS DR 44","07 TO 09",1.431786,103.7945,326000,100,80,25.603,0.5579584,1.135532,0.5053788,1.777046,0.1583265,0.1161837,2,5,10,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"119 MARSILING RISE","10 TO 12",1.438829,103.7803,328000,111,74,27.503,0.209383,0.587963,0.7189671,0.2825566,0.5913027,0.194113,0,3,5,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"524 WOODLANDS DR 14","07 TO 09",1.432648,103.7937,328000,104,79,26.153,0.4994901,1.121911,0.5960507,1.664592,0.2020123,0.1955217,1,3,12,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"416 WOODLANDS ST 41","04 TO 06",1.428369,103.7738,330000,103,75,23.469,1.256813,0.8810667,0.4596338,1.087679,0.347802,0.1982107,3,4,7,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"742 WOODLANDS CIRCLE","04 TO 06",1.443921,103.796,330000,100,77,27.431,0.7196726,0.6810315,0.6634235,1.555337,0.3007462,0.3007466,2,7,8,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"766 WOODLANDS CIRCLE","10 TO 12",1.446108,103.7971,330000,91,83,27.592,0.983554,0.790548,0.7473874,1.689323,0.1259953,0.1259947,1,6,10,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"681B WOODLANDS DR 62","01 TO 03",1.439325,103.8033,330000,105,79,26.401,0.979722,0.3000479,0.2949663,2.224621,0.2374708,0.1452959,0,5,15,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"408 WOODLANDS ST 41","07 TO 09",1.428852,103.7726,330000,106,75,23.285,1.244978,0.956617,0.4384969,1.013909,0.3120446,0.2394418,3,3,8,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"786B WOODLANDS DR 60","07 TO 09",1.445688,103.8007,335000,91,77,27.538,1.120007,0.6363758,0.5652103,2.080565,0.2841952,0.2476932,1,5,8,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"321 WOODLANDS ST 32","07 TO 09",1.431871,103.779,335000,89,73,23.64,0.8005018,0.203124,0.5553703,0.5150576,0.198726,0.2082981,0,5,10,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"710 WOODLANDS DR 70","07 TO 09",1.440785,103.7975,339000,102,76,27.077,0.4764548,0.364871,0.3855674,1.761804,0.3658647,0.2189097,1,3,8,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"669 WOODLANDS RING RD","10 TO 12",1.438398,103.7985,340000,85,80,26.538,0.4376498,0.2939293,0.3642826,1.942023,0.2932971,0.2936637,1,7,8,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"603 WOODLANDS DR 42","07 TO 09",1.437573,103.7964,340000,100,76,26.475,0.1909652,0.5433328,0.6082974,1.756205,0.1421999,0.132101,1,6,12,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"688A WOODLANDS DR 75","04 TO 06",1.442825,103.8072,340000,90,83,27.065,1.508242,0.7910304,0.7341028,1.967736,0.2670213,0.1906684,1,3,4,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"416 WOODLANDS ST 41","04 TO 06",1.428369,103.7738,344000,114,75,23.469,1.256813,0.8810667,0.4596338,1.087679,0.347802,0.1982107,3,4,7,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"336 WOODLANDS AVE 1","04 TO 06",1.43046,103.782,345000,103,65,26.712,0.8415865,0.4205633,0.8672066,0.7383683,0.1698578,0.1698588,0,4,8,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"684A WOODLANDS DR 73","10 TO 12",1.441131,103.8051,345000,105,79,26.639,1.228387,0.5128133,0.4668743,2.094004,0.1293317,0.1293314,1,3,11,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"418 WOODLANDS ST 41","10 TO 12",1.428868,103.7748,345000,106,75,23.338,1.18029,0.7600274,0.4106846,0.9808356,0.3234774,0.1183832,4,6,9,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"526 WOODLANDS DR 14","01 TO 03",1.432896,103.7928,348000,104,79,26.047,0.4221792,1.176378,0.6347603,1.559512,0.2385199,0.2559343,1,3,10,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"780C WOODLANDS CRES","04 TO 06",1.449111,103.8013,350000,92,95,27.63,1.476783,1.017465,0.9436196,2.214858,0.09099105,0.0909906,0,3,5,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"525 WOODLANDS DR 14","07 TO 09",1.432323,103.7933,350000,102,79,26.095,0.4416292,1.181011,0.5637984,1.628337,0.1649922,0.1747361,1,3,12,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"543 WOODLANDS DR 16","10 TO 12",1.428315,103.7937,353000,101,80,25.21,0.4895728,1.500192,0.1173676,1.852247,0.2814536,0.2863351,1,5,8,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"892B WOODLANDS DR 50","04 TO 06",1.43759,103.7897,353000,100,76,27.055,0.5591808,1.188123,0.2568286,1.116952,0.438908,0.2598918,1,3,9,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"401 WOODLANDS ST 41","07 TO 09",1.430449,103.7728,355000,106,75,23.399,1.07191,0.8517494,0.2702336,0.8549819,0.1430504,0.1430287,3,5,11,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"526 WOODLANDS DR 14","07 TO 09",1.432896,103.7928,356000,105,79,26.047,0.4221792,1.176378,0.6347603,1.559512,0.2385199,0.2559343,1,3,10,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"160 WOODLANDS ST 13","10 TO 12",1.433333,103.7749,356000,103,70,23.067,0.6929698,0.5416928,0.1309522,0.5949243,0.1244895,0.06345447,1,4,10,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"605 WOODLANDS DR 42","10 TO 12",1.437192,103.7971,358000,101,77,26.473,0.269108,0.5029188,0.5735252,1.84209,0.2210782,0.19772,2,6,10,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"684B WOODLANDS DR 73","07 TO 09",1.441837,103.8048,358000,101,79,26.761,1.216479,0.4994797,0.4426867,2.162955,0.2078609,0.2078606,2,3,12,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12B MARSILING LANE","07 TO 09",1.441086,103.7781,359900,93,93,24.306,0.1764995,0.3255607,1.040838,0.5192322,0.8567738,0.2593612,0,1,16,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"780E WOODLANDS CRES","04 TO 06",1.448,103.8017,360000,92,95,27.666,1.393467,0.8990062,0.8237472,2.226429,0.08092922,0.08093062,0,3,8,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"782E WOODLANDS CRES","16 TO 18",1.448052,103.8027,360000,92,95,27.714,1.4637,0.9252374,0.847531,2.337739,0.1865823,0.1865835,0,3,6,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"780D WOODLANDS CRES","04 TO 06",1.44812,103.8019,368000,92,95,27.7,1.419812,0.9159064,0.8399688,2.25578,0.1018872,0.1018885,0,3,6,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"535 WOODLANDS DR 14","07 TO 09",1.43113,103.792,368000,106,79,25.838,0.2682024,1.37649,0.4773505,1.536521,0.1662523,0.1666867,1,4,10,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"894D WOODLANDS DR 50","10 TO 12",1.435639,103.7896,370000,100,76,26.988,0.5276807,1.119275,0.1942803,1.161263,0.3400293,0.307437,0,4,10,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"715 WOODLANDS DR 70","07 TO 09",1.44199,103.7994,371000,101,77,26.898,0.7167569,0.269705,0.2357983,1.944101,0.2383842,0.1238839,1,5,8,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"686B WOODLANDS DR 73","13 TO 15",1.442631,103.8063,375000,93,82,27.206,1.409208,0.6925415,0.6342607,2.044409,0.2215892,0.221589,1,3,6,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"570C WOODLANDS AVE 1","01 TO 03",1.431473,103.79,375000,92,93,25.742,0.08215431,1.157543,0.5569288,1.320873,0.06931555,0.06931462,1,2,9,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"894C WOODLANDS DR 50","10 TO 12",1.435639,103.7903,375000,100,76,26.892,0.5305947,1.195828,0.270734,1.239144,0.4171052,0.3840059,0,3,10,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"684A WOODLANDS DR 73","10 TO 12",1.441131,103.8051,376000,103,79,26.639,1.228387,0.5128133,0.4668743,2.094004,0.1293317,0.1293314,1,3,11,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"780C WOODLANDS CRES","10 TO 12",1.449111,103.8013,380000,92,95,27.63,1.476783,1.017465,0.9436196,2.214858,0.09099105,0.0909906,0,3,5,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"780C WOODLANDS CRES","13 TO 15",1.449111,103.8013,380000,92,95,27.63,1.476783,1.017465,0.9436196,2.214858,0.09099105,0.0909906,0,3,5,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"782C WOODLANDS CRES","01 TO 03",1.447684,103.8035,380000,92,95,27.512,1.485223,0.9106309,0.8318194,2.413137,0.2456841,0.245683,0,3,6,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"780E WOODLANDS CRES","04 TO 06",1.448,103.8017,388000,92,95,27.666,1.393467,0.8990062,0.8237472,2.226429,0.08092922,0.08093062,0,3,8,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"518 WOODLANDS DR 14","04 TO 06",1.434382,103.7917,388000,105,80,26.059,0.4550132,1.176159,0.4570628,1.406156,0.3914352,0.391435,1,3,8,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12C MARSILING LANE","19 TO 21",1.441086,103.7778,388888,93,93,24.269,0.1910444,0.3157831,1.0338,0.5294335,0.8655206,0.2579185,0,1,16,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"780D WOODLANDS CRES","13 TO 15",1.44812,103.8019,394000,92,95,27.7,1.419812,0.9159064,0.8399688,2.25578,0.1018872,0.1018885,0,3,6,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"684D WOODLANDS DR 73","10 TO 12",1.441358,103.8045,397000,103,79,26.849,1.169983,0.4525143,0.4009603,2.169437,0.2045577,0.2045574,2,2,11,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"12B MARSILING LANE","16 TO 18",1.441086,103.7781,4e+05,93,93,24.306,0.1764995,0.3255607,1.040838,0.5192322,0.8567738,0.2593612,0,1,16,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"782D WOODLANDS CRES","10 TO 12",1.448174,103.803,4e+05,92,95,27.676,1.496714,0.9477082,0.8695313,2.375962,0.2209311,0.2209322,0,3,6,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"887A WOODLANDS DR 50","04 TO 06",1.437192,103.7939,402000,92,94,26.872,0.0982899,0.8157368,0.6748334,1.52615,0.1443458,0.158599,2,6,12,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"780E WOODLANDS CRES","13 TO 15",1.448,103.8017,405000,92,95,27.666,1.393467,0.8990062,0.8237472,2.226429,0.08092922,0.08093062,0,3,8,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"780C WOODLANDS CRES","13 TO 15",1.449111,103.8013,405000,92,95,27.63,1.476783,1.017465,0.9436196,2.214858,0.09099105,0.0909906,0,3,5,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"12A MARSILING LANE","16 TO 18",1.441317,103.7784,418000,93,93,24.552,0.1952923,0.3135386,1.024594,0.5146505,0.8758305,0.2399381,0,1,16,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"516 WOODLANDS DR 14","10 TO 12",1.434696,103.791,430000,107,78,26.235,0.4548324,1.219875,0.3786637,1.331129,0.4069785,0.4069782,1,3,7,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"637 YISHUN ST 61","07 TO 09",1.420069,103.8391,258000,83,67,21.953,0.8765673,0.8305317,0.7463996,0.6136001,0.3273578,0.1156389,2,5,8,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"433 YISHUN AVE 6","04 TO 06",1.420912,103.8473,265000,84,68,21.189,0.2588065,0.5351419,1.639959,0.6468083,0.4073821,0.07891399,0,4,6,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"389 YISHUN AVE 6","04 TO 06",1.42957,103.848,268500,84,68,20.861,0.3951193,0.6213267,1.448491,0.8320946,0.5235323,0.2520394,1,5,9,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"269 YISHUN ST 22","04 TO 06",1.437125,103.8403,275000,84,67,22.237,0.4381593,1.426257,1.035678,0.5870436,0.3230782,0.3230783,0,4,6,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"425 YISHUN AVE 11","04 TO 06",1.422422,103.8483,280000,84,68,20.969,0.2243749,0.4908959,1.673443,0.6718406,0.2989472,0.2524395,0,3,5,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"634 YISHUN ST 61","10 TO 12",1.41893,103.8391,280000,84,67,21.927,0.9349289,0.9209059,0.7022404,0.7177513,0.259077,0.04127413,1,4,7,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"260 YISHUN ST 22","07 TO 09",1.435478,103.8393,285000,84,65,22.326,0.4337072,1.275451,0.8192655,0.5240586,0.1988688,0.1480524,0,2,9,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"634 YISHUN ST 61","10 TO 12",1.41893,103.8391,285000,84,67,21.927,0.9349289,0.9209059,0.7022404,0.7177513,0.259077,0.04127413,1,4,7,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"408 YISHUN AVE 6","10 TO 12",1.426254,103.8484,290000,84,68,20.981,0.4159594,0.4317242,1.534791,0.6798796,0.1990036,0.1271587,1,3,9,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"660 YISHUN AVE 4","10 TO 12",1.421627,103.8397,294000,84,67,22.541,0.7643547,0.6749287,0.8833012,0.4437854,0.4358456,0.1178698,2,7,10,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"704 YISHUN AVE 5","01 TO 03",1.429234,103.8289,3e+05,93,63,22.668,1.658112,0.2477139,0.6819504,0.3596359,0.1536029,0.1263202,2,4,11,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"706 YISHUN AVE 5","01 TO 03",1.428867,103.8289,3e+05,93,63,22.668,1.668957,0.2883457,0.6813838,0.3431737,0.1943376,0.1551188,3,7,10,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
