"address","storey_range","floor_area_sqm","remaining_lease_year","resale_price","LATITUDE","LONGITUDE","PROX_CBD","PROX_ELDERLYCARE","PROX_HAWKER","PROX_MRTLRT","PROX_PARKS","PROX_SUPERMARKETS","PROX_CLINICS","NUM_KINDERGARDEN_350M","NUM_CHILDCARE_350M","NUM_BUSSTOP_350M","NUM_PRISCH_1KM","01TO03","04TO06","07TO09","10TO12","13TO15","16TO18","19TO21","22TO24","25TO27","28TO30","31TO33","34TO36","37TO39","40TO42","43TO45","46TO48","49TO51"
"133 SIMEI ST 1","01 TO 03",88,67,374000,1.347314,103.9557,19.852,1.07086,0.7818063,0.8785125,0.2050157,0.8241996,0.2568615,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"134 SIMEI ST 1","04 TO 06",84,67,350000,1.348149,103.9556,19.938,0.5422862,0.7264549,0.9651094,0.7082789,0.3113721,0.4824454,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"146 SIMEI ST 2","07 TO 09",104,67,464000,1.344633,103.9559,19.251,1.075254,1.617117,1.362526,1.144786,0.2003847,0.7311788,1,4,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"146 SIMEI ST 2","01 TO 03",104,67,411000,1.344633,103.9559,19.251,1.075254,1.617117,1.362526,1.144786,0.2003847,0.7311788,1,4,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"231 SIMEI ST 4","07 TO 09",104,67,430118,1.34361,103.9569,19.214,0.7049038,2.13562,1.583364,0.4217598,1.22956,0.2615283,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"224 SIMEI ST 4","01 TO 03",104,68,430000,1.342872,103.9576,20.281,0.7944497,0.9129127,0.5328847,0.1833719,0.4880402,0.8717952,1,0,11,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"246 SIMEI ST 5","01 TO 03",105,75,465000,1.345059,103.9542,19.168,2.632376,1.007049,0.997386,0.3923446,1.191096,0.202873,2,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"890A TAMPINES AVE 1","01 TO 03",93,94,480000,1.346724,103.9339,17.947,1.174825,1.037476,1.80151,0.7989288,0.8486706,0.4100119,0,2,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"890A TAMPINES AVE 1","01 TO 03",93,94,505000,1.346724,103.9339,17.947,1.174825,1.037476,1.80151,0.7989288,0.8486706,0.4100119,0,2,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"890A TAMPINES AVE 1","13 TO 15",93,94,560000,1.346724,103.9339,17.947,1.174825,1.037476,1.80151,0.7989288,0.8486706,0.4100119,0,2,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"890A TAMPINES AVE 1","07 TO 09",93,94,550000,1.346724,103.9339,17.947,1.174825,1.037476,1.80151,0.7989288,0.8486706,0.4100119,0,2,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"890C TAMPINES AVE 1","10 TO 12",93,94,558000,1.347314,103.9338,18.024,0.9633056,0.4223487,0.4315894,0.2278214,0.3249345,0.2609254,0,4,8,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"908 TAMPINES AVE 4","04 TO 06",108,62,410000,1.35054,103.9387,18.448,1.421176,0.7876209,0.6959252,0.221156,0.5682701,0.4128021,1,0,7,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"805 TAMPINES AVE 4","10 TO 12",92,63,435000,1.346115,103.9374,17.709,1.001291,1.002613,0.5999351,0.3846109,0.059771,0.1849922,0,3,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"902 TAMPINES AVE 4","01 TO 03",104,63,435000,1.35128,103.9392,18.348,1.60645,0.3772834,0.4902223,1.107136,0.2184667,0.415303,1,1,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"807 TAMPINES AVE 4","07 TO 09",104,62,428000,1.345866,103.9361,17.673,0.4934807,0.4161854,0.103604,0.1715119,0.3053704,0.01637994,4,9,41,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"869A TAMPINES AVE 8","04 TO 06",92,94,470000,1.355018,103.9323,14.452,1.956588,0.9487698,1.247877,0.4553806,0.4682036,0.4348768,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"868A TAMPINES AVE 8","16 TO 18",92,93,545000,1.355447,103.9325,14.406,1.232234,0.634581,0.8158007,0.239812,0.5176544,0.6073034,0,1,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"868A TAMPINES AVE 8","04 TO 06",92,93,503000,1.355447,103.9325,14.406,1.232234,0.634581,0.8158007,0.239812,0.5176544,0.6073034,0,1,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"485B TAMPINES AVE 9","04 TO 06",104,67,392000,1.359844,103.9564,21.217,0.5563624,0.1952722,0.6036,1.414714,1.351081,0.178232,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"487A TAMPINES AVE 9","10 TO 12",109,68,458000,1.359552,103.9578,21.494,0.7091257,1.197449,1.419084,0.7033978,0.4000408,0.402585,0,2,6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"486C TAMPINES AVE 9","07 TO 09",108,72,410000,1.358864,103.9573,21.452,0.2685242,0.3166733,0.7015239,0.6054732,0.4487379,0.07146209,5,6,21,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"505 TAMPINES CTRL 1","01 TO 03",103,68,463000,1.355548,103.9456,19.419,0.2439602,0.4948181,0.2278901,0.1320496,0.5710901,0.05054922,0,1,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"523C TAMPINES CTRL 7","13 TO 15",93,94,578000,1.359887,103.9389,19.622,0.8737007,1.773657,2.485207,0.8681005,0.5500036,0.5692321,0,1,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"523C TAMPINES CTRL 7","01 TO 03",93,94,5e+05,1.359887,103.9389,19.622,0.8737007,1.773657,2.485207,0.8681005,0.5500036,0.5692321,0,1,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"519B TAMPINES CTRL 8","04 TO 06",84,92,615000,1.357434,103.9401,19.258,0.7891088,0.6377068,0.1193106,0.4508938,0.2782076,0.2781553,1,1,6,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"127 TAMPINES ST 11","04 TO 06",103,64,365000,1.345432,103.9506,18.968,0.5896149,0.2654236,0.9989878,0.2406179,0.3222703,0.3223599,1,1,4,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"150 TAMPINES ST 12","04 TO 06",103,63,490000,1.350946,103.9433,19.003,1.095818,0.5230785,0.1947534,0.6620051,0.2994667,0.2993634,0,3,5,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"141 TAMPINES ST 12","04 TO 06",107,63,415000,1.348249,103.9449,19.011,0.2090144,1.901023,0.4883269,0.6428647,0.4138603,0.7330727,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"240 TAMPINES ST 21","04 TO 06",105,63,450000,1.355004,103.9471,19.529,0.6576425,0.16797,1.292799,0.6149709,0.4071233,0.4481659,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"234 TAMPINES ST 21","07 TO 09",104,63,468500,1.355904,103.948,19.65,0.0482152,1.239403,1.228822,0.28872,0.2146435,0.3784,1,1,10,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"203 TAMPINES ST 21","01 TO 03",104,62,4e+05,1.352228,103.9524,21.001,0.6058069,0.4711901,0.2669399,0.4443638,0.1949422,0.07984457,1,4,6,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"261 TAMPINES ST 21","01 TO 03",105,63,385000,1.354303,103.951,21.012,1.534336,0.8670986,0.4038491,0.8371851,0.02681562,0.3463749,1,0,8,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"246 TAMPINES ST 21","01 TO 03",93,63,4e+05,1.353225,103.9472,19.72,1.23404,1.078944,0.7724328,0.9944035,0.792576,0.7097881,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"263 TAMPINES ST 21","07 TO 09",103,63,460000,1.353306,103.9511,21.143,1.296486,2.055215,1.281809,0.6730648,0.7522958,0.7038528,0,1,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"250 TAMPINES ST 21","07 TO 09",102,63,408000,1.352319,103.9485,21.25,0.1745208,0.2706912,0.2729202,0.1585302,0.3257976,0.3559031,0,1,15,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"205 TAMPINES ST 21","07 TO 09",104,62,430000,1.351718,103.952,20.908,1.205059,2.551596,0.3462841,0.332551,1.18842,0.09837685,0,1,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"259 TAMPINES ST 21","01 TO 03",105,63,385000,1.355136,103.95,19.82,0.473983,1.262647,1.094007,0.9324146,0.9866875,0.3665036,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"272 TAMPINES ST 22","01 TO 03",103,63,390000,1.349159,103.9503,19.181,0.1076839,0.2692955,0.246866,0.06734335,0.1204422,0.006534065,10,27,87,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"287 TAMPINES ST 22","04 TO 06",103,63,420000,1.349174,103.9543,19.49,0.02163841,0.1485574,0.3172966,0.08605839,0.03927089,0.06012136,11,23,96,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"286 TAMPINES ST 22","07 TO 09",105,62,4e+05,1.349537,103.953,19.445,0.4899226,0.371313,0.3625185,0.5563617,0.4921572,0.6987437,0,3,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"272 TAMPINES ST 22","07 TO 09",103,63,448000,1.349159,103.9503,19.181,0.1076839,0.2692955,0.246866,0.06734335,0.1204422,0.006534065,10,27,87,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"274 TAMPINES ST 22","01 TO 03",103,63,393000,1.3483,103.9501,19.176,1.136963,1.192676,0.7314424,0.5595629,0.8479972,0.8479429,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"272 TAMPINES ST 22","01 TO 03",103,63,388000,1.349159,103.9503,19.181,0.1076839,0.2692955,0.246866,0.06734335,0.1204422,0.006534065,10,27,87,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"212 TAMPINES ST 23","10 TO 12",105,63,440000,1.354434,103.9544,20.955,0.6439844,2.039538,1.401342,0.6916163,0.5248867,0.08966166,0,1,2,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"348 TAMPINES ST 33","01 TO 03",109,74,405000,1.352526,103.9634,21.59,0.3331373,0.2305017,0.1556409,0.03573776,0.4251783,0.1474432,0,6,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"320 TAMPINES ST 33","10 TO 12",111,74,418000,1.350702,103.9571,21.158,0.7675612,0.7722604,0.1558493,0.5259059,0.09098235,0.09097519,1,7,9,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"347 TAMPINES ST 33","07 TO 09",105,74,4e+05,1.35188,103.9631,21.497,1.149474,0.9677754,1.80501,0.5632611,0.5785582,0.536674,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"359 TAMPINES ST 34","04 TO 06",103,74,4e+05,1.355882,103.9616,22.496,1.407346,0.2693585,0.8240979,0.396038,0.5011169,0.3673249,0,2,11,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"406 TAMPINES ST 41","04 TO 06",84,65,405000,1.357832,103.9458,19.983,1.452774,1.303944,0.542169,0.3151304,0.2338539,0.08341316,0,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"489B TAMPINES ST 45","07 TO 09",107,72,430000,1.361323,103.9575,22.524,1.782807,0.8072104,0.2015804,0.5076541,0.7019192,0.6113462,0,1,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"898A TAMPINES ST 81","01 TO 03",104,67,395000,1.346813,103.9349,18.469,1.577207,2.750337,1.291338,0.3062465,0.7070475,0.601254,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"888A TAMPINES ST 81","10 TO 12",104,67,410000,1.350485,103.9309,14.212,1.318362,1.197895,0.3840674,0.880014,0.3167514,0.7599964,0,0,6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"840 TAMPINES ST 82","04 TO 06",84,64,374000,1.351142,103.9356,18.369,0.7090154,0.7790791,0.7251587,0.3711477,0.2120788,0.6425487,0,0,6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"841 TAMPINES ST 83","04 TO 06",84,64,370000,1.351609,103.9345,14.535,0.8967094,1.372241,0.389456,0.7325326,0.656328,0.4900445,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"851 TAMPINES ST 83","10 TO 12",105,66,416000,1.352949,103.9349,14.793,1.768291,0.9379468,0.7497851,0.4413391,1.154964,0.2781978,0,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"912 TAMPINES ST 91","04 TO 06",103,63,415000,1.349436,103.9393,18.164,1.265845,1.394551,0.8760098,0.4346378,0.4929164,0.2621808,0,5,10,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"933 TAMPINES ST 91","07 TO 09",104,64,467000,1.345242,103.9391,17.973,0.4930239,1.67174,0.6443614,0.7788465,0.8807683,0.4921351,0,1,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"916 TAMPINES ST 91","01 TO 03",104,63,395000,1.348631,103.9403,18.014,0.3836496,1.387414,0.9871818,0.9858899,0.9714718,0.3296482,0,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"139A LOR 1A TOA PAYOH","22 TO 24",91,90,803000,1.336278,103.844,8.9,0.2142301,0.7777181,0.5797572,0.4186335,0.4612125,0.2303575,0,2,14,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"141 LOR 2 TOA PAYOH","10 TO 12",85,79,565000,1.335838,103.8457,8.857,1.655784,1.235873,0.5877717,0.2192834,0.5276414,0.5637646,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"191 LOR 4 TOA PAYOH","22 TO 24",84,53,480000,1.331893,103.851,8.972,0.5232481,0.9881592,0.9627234,0.9085933,0.05380238,0.220533,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"80A LOR 4 TOA PAYOH","10 TO 12",104,75,660000,1.335296,103.8493,11.138,1.015342,1.749285,1.232941,0.531768,0.9696264,0.97721,0,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"7 LOR 7 TOA PAYOH","07 TO 09",106,77,572000,1.338054,103.8573,11.089,0.7514368,1.110194,0.1379492,1.123372,0.224944,0.9425094,0,1,3,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"113 POTONG PASIR AVE 1","07 TO 09",93,63,440000,1.336056,103.8636,9.754,0.2119021,0.6234877,0.6848243,0.40636,0.5441968,0.06014588,4,5,16,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"144 POTONG PASIR AVE 2","01 TO 03",111,63,550000,1.33262,103.8655,9.112,0.2395738,0.8525873,1.096193,0.1292707,0.566925,0.6535272,0,2,7,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"79B TOA PAYOH CTRL","07 TO 09",92,87,758888,1.334641,103.848,8.378,0.7874374,0.8205604,0.2245345,0.4535457,0.1450779,0.1067231,0,9,11,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"201 MARSILING DR","01 TO 03",92,59,262000,1.4427,103.7754,24.192,0.8973787,1.32729,1.460544,0.8577375,1.044129,0.9614478,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12A MARSILING LANE","16 TO 18",93,92,410000,1.441317,103.7784,24.552,1.466876,0.7830061,0.8330325,0.6383972,0.6056725,0.4359802,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"12B MARSILING LANE","25 TO 27",93,91,420000,1.441086,103.7781,24.306,1.104872,0.6817833,0.6712255,0.06488204,0.2817639,0.831701,0,1,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"308 WOODLANDS AVE 1","01 TO 03",103,72,325000,1.429804,103.7766,23.399,0.9577283,0.5810968,0.8111441,1.198505,0.495601,0.7756388,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"570A WOODLANDS AVE 1","10 TO 12",92,92,435000,1.430583,103.7908,25.903,0.2457717,0.1868302,0.1703484,0.1198512,0.119629,0.1353153,7,26,64,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"571A WOODLANDS AVE 1","07 TO 09",92,92,438000,1.43017,103.7911,25.994,0.2921921,0.3939164,0.4011748,0.4304715,0.7971006,0.328464,0,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"571B WOODLANDS AVE 1","04 TO 06",92,92,430000,1.430132,103.7906,26.047,1.047479,1.222971,0.7235919,0.6530398,0.8275768,0.09111216,0,0,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"616 WOODLANDS AVE 4","04 TO 06",102,76,310000,1.434323,103.7958,26.516,1.522949,1.051075,0.6387141,0.5666553,0.931543,0.1614914,0,0,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"763 WOODLANDS AVE 6","01 TO 03",101,76,320000,1.445384,103.796,27.688,0.6270527,0.8816604,0.1943567,0.5531391,0.5529355,0.06537794,0,2,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"729 WOODLANDS CIRCLE","07 TO 09",91,76,320000,1.442562,103.7986,27.409,2.435021,1.185994,0.3638274,0.6327192,0.3665357,0.1743778,0,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"753 WOODLANDS CIRCLE","07 TO 09",103,76,338000,1.445805,103.7946,27.761,0.8334688,0.7841057,0.2000621,0.1348738,0.2280112,0.6123295,0,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"736 WOODLANDS CIRCLE","10 TO 12",103,76,352000,1.442838,103.7968,27.318,1.580508,1.189744,1.143914,0.7643854,0.194461,1.106626,1,2,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"780D WOODLANDS CRES","13 TO 15",92,94,405000,1.44812,103.8019,27.7,1.044835,2.093514,1.873723,0.2395515,0.5975704,0.7670005,0,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"787B WOODLANDS CRES","04 TO 06",101,76,342000,1.444562,103.8008,27.404,0.7066124,1.293896,0.3018308,0.5769653,0.5968058,0.7634577,0,1,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"782D WOODLANDS CRES","13 TO 15",92,93,410000,1.448174,103.803,27.676,1.891601,1.693871,0.7985115,0.7751702,0.1617512,0.5278929,2,4,7,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"502A WOODLANDS DR 14","04 TO 06",101,77,336000,1.433305,103.7913,26.125,0.9427216,0.9851222,0.4120317,1.183486,1.093179,0.1188939,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"886C WOODLANDS DR 50","10 TO 12",92,93,425000,1.437819,103.7941,26.873,1.763759,0.7832053,0.3650357,1.463076,0.6562569,0.5016056,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"896C WOODLANDS DR 50","01 TO 03",99,76,320000,1.436762,103.7933,27.077,0.9260276,0.6064044,0.2411392,0.1109051,0.07205068,0.1728886,0,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"887A WOODLANDS DR 50","16 TO 18",92,93,455000,1.437192,103.7939,26.872,0.6725516,0.8835636,0.3930443,0.5848439,0.6158976,0.218761,0,2,10,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"887A WOODLANDS DR 50","16 TO 18",95,93,465000,1.437192,103.7939,26.872,0.6725516,0.8835636,0.3930443,0.5848439,0.6158976,0.218761,0,2,10,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"625A WOODLANDS DR 52","04 TO 06",101,77,328000,1.433641,103.7996,25.926,0.1595129,0.7200707,0.4621914,0.6876516,0.157312,0.1086556,1,4,8,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"709 WOODLANDS DR 70","04 TO 06",102,75,350000,1.44024,103.7979,27.358,0.8908921,0.2307017,0.3973027,0.2188098,0.079489,0.3665544,3,4,12,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"688A WOODLANDS DR 75","10 TO 12",90,82,370000,1.442825,103.8072,27.065,0.5158091,1.641324,1.059291,0.7176316,0.9307294,0.9313042,0,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"664 WOODLANDS RING RD","07 TO 09",100,76,350000,1.436198,103.7978,26.179,0.1989266,0.1219456,1.86789,0.5558006,0.2811076,0.2810738,0,1,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"662 WOODLANDS RING RD","10 TO 12",100,76,340000,1.435565,103.7981,26.137,0.8754191,0.5637902,0.3032998,0.3807232,0.3728836,0.03576207,2,3,16,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"653 WOODLANDS RING RD","07 TO 09",101,76,369000,1.438081,103.799,26.633,2.62543,2.711331,0.1032564,0.7345786,0.2730138,0.5754156,1,1,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"629 WOODLANDS RING RD","01 TO 03",100,77,330000,1.434126,103.8012,26.111,0.4406381,0.6005217,0.7876051,0.3617015,0.9309611,0.2435152,0,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"418 WOODLANDS ST 41","10 TO 12",106,74,374800,1.428868,103.7748,23.338,0.2576334,0.2022295,0.4422397,0.2450537,0.6905076,0.1808576,2,7,19,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"428 WOODLANDS ST 41","07 TO 09",104,75,350000,1.426983,103.7726,23.484,1.534891,0.5134843,0.3488215,0.6299216,0.3050518,0.4137326,0,3,4,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"418 WOODLANDS ST 41","10 TO 12",106,74,360000,1.428868,103.7748,23.338,0.2576334,0.2022295,0.4422397,0.2450537,0.6905076,0.1808576,2,7,19,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"843 WOODLANDS ST 82","07 TO 09",84,72,295000,1.443149,103.7931,27.487,0.5557178,1.148355,1.422403,0.8058798,0.4529402,0.3960645,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"843 WOODLANDS ST 82","10 TO 12",84,72,325000,1.443149,103.7931,27.487,0.5557178,1.148355,1.422403,0.8058798,0.4529402,0.3960645,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"842 WOODLANDS ST 82","10 TO 12",84,72,295000,1.443438,103.7923,27.539,0.4436562,1.27148,0.1366615,0.4252227,0.9316135,0.1159897,0,0,13,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"845 WOODLANDS ST 82","01 TO 03",84,72,308000,1.442755,103.7925,27.517,1.603418,1.045298,0.4620125,0.5797986,1.219323,0.3145095,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"854 WOODLANDS ST 83","04 TO 06",104,72,345000,1.439793,103.7931,27.445,0.5491953,0.830734,0.8338737,1.50312,0.7326663,0.6351621,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"486 SEGAR RD","13 TO 15",93,93,420000,1.389241,103.7716,18.29,1.001986,1.302085,0.7210313,0.6118712,0.6140691,0.3827437,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"636C SENJA RD","10 TO 12",92,94,455888,1.387435,103.7591,18.9,0.8654711,0.8011521,0.9529634,1.56029,0.7947765,0.6448574,0,2,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"636B SENJA RD","13 TO 15",92,94,460000,1.387625,103.7583,18.992,0.3729841,1.400176,0.4877823,1.57393,1.016505,0.5810035,0,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"633B SENJA RD","04 TO 06",93,92,410000,1.38517,103.7585,18.725,0.4418338,0.8383913,0.4616664,0.4547151,0.9967357,0.2337078,0,1,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"633B SENJA RD","07 TO 09",93,92,453000,1.38517,103.7585,18.725,0.4418338,0.8383913,0.4616664,0.4547151,0.9967357,0.2337078,0,1,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"636B SENJA RD","19 TO 21",92,94,460000,1.387625,103.7583,18.992,0.3729841,1.400176,0.4877823,1.57393,1.016505,0.5810035,0,1,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"661 BUFFALO RD","07 TO 09",85,60,470000,1.306711,103.8501,3.999,0.5611461,0.8924354,0.3430995,0.7048793,0.1817948,0.2586174,1,4,6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"641 ROWELL RD","16 TO 18",111,62,586000,1.308159,103.8551,3.888,0.8197608,1.240691,1.001363,0.8774922,0.4363264,0.4363051,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"297C CHOA CHU KANG AVE 2","13 TO 15",102,77,343000,1.377808,103.7431,20.57,1.351932,0.264018,0.7999376,0.1419196,0.5385647,0.06299634,0,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"404 CHOA CHU KANG AVE 3","10 TO 12",104,71,378000,1.38013,103.7389,23.172,0.3811691,0.08759429,0.1218875,0.2487073,0.2808536,0.1304821,4,13,53,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"469 CHOA CHU KANG AVE 3","01 TO 03",100,77,325000,1.377795,103.7374,23.07,1.995129,0.6630665,1.742756,1.049729,0.8674238,0.4111802,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"425 CHOA CHU KANG AVE 4","04 TO 06",104,70,345000,1.381219,103.7395,23.091,0.7112893,0.4227894,0.3625525,1.14928,0.8368381,0.4425939,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"490D CHOA CHU KANG AVE 5","13 TO 15",93,94,430888,1.376029,103.7414,22.624,0.5942126,1.114282,0.7966649,0.7656737,0.6279589,0.6278263,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
