"month","town","address","block","street_name","flat_type","storey_range","storey_range_lower","storey_range_upper","floor_area_sqm","flat_model","lease_commence_date","remaining_lease","remaining_lease_year","resale_price","LATITUDE","LONGITUDE","PROX_CBD"
"2019-10","HOUGANG","553 HOUGANG ST 51","553","HOUGANG ST 51","4 ROOM","07 TO 09","07","09",104,"Model A",1989,"68 years 11 months",68,345000,1.37912886060976,103.890377946027,16.728
"2019-10","HOUGANG","534 HOUGANG ST 52","534","HOUGANG ST 52","4 ROOM","07 TO 09","07","09",104,"Model A",1992,"72 years",72,380000,1.37715488778059,103.890479183532,16.116
"2019-10","HOUGANG","697 HOUGANG ST 61","697","HOUGANG ST 61","4 ROOM","04 TO 06","04","06",84,"Simplified",1987,"66 years 08 months",66,335000,1.37554033809538,103.887475138873,15.775
"2019-10","HOUGANG","697 HOUGANG ST 61","697","HOUGANG ST 61","4 ROOM","01 TO 03","01","03",89,"Simplified",1987,"66 years 07 months",66,343000,1.37554033809538,103.887475138873,15.775
"2019-10","HOUGANG","922 HOUGANG ST 91","922","HOUGANG ST 91","4 ROOM","13 TO 15","13","15",100,"Model A",1998,"77 years 04 months",77,395000,1.37637123592055,103.883519603693,16.013
"2019-10","HOUGANG","142 LOR AH SOO","142","LOR AH SOO","4 ROOM","10 TO 12","10","12",108,"Model A",1984,"64 years 02 months",64,413888,1.35302664004115,103.882887594334,12.181
"2019-10","HOUGANG","471B UPP SERANGOON CRES","471B","UPP SERANGOON CRES","4 ROOM","10 TO 12","10","12",92,"Model A",2015,"94 years 07 months",94,462000,1.37801001262766,103.901070789874,15.316
"2019-10","HOUGANG","470B UPP SERANGOON CRES","470B","UPP SERANGOON CRES","4 ROOM","13 TO 15","13","15",92,"Model A",2015,"94 years 08 months",94,470000,1.37893083811935,103.900988286293,15.589
"2019-10","HOUGANG","470A UPP SERANGOON CRES","470A","UPP SERANGOON CRES","4 ROOM","10 TO 12","10","12",92,"Model A",2015,"94 years 07 months",94,450000,1.37905480016802,103.901927831856,15.488
"2019-10","HOUGANG","471A UPP SERANGOON CRES","471A","UPP SERANGOON CRES","4 ROOM","13 TO 15","13","15",92,"Model A",2015,"94 years 07 months",94,485000,1.37814544014756,103.901767342056,15.336
"2019-10","HOUGANG","470A UPP SERANGOON CRES","470A","UPP SERANGOON CRES","4 ROOM","10 TO 12","10","12",92,"Model A",2015,"94 years 07 months",94,460000,1.37905480016802,103.901927831856,15.488
"2019-10","HOUGANG","476B UPP SERANGOON VIEW","476B","UPP SERANGOON VIEW","4 ROOM","13 TO 15","13","15",92,"Premium Apartment",2016,"95 years 05 months",95,463888,1.37732845210704,103.904212191193,15.301
"2019-10","JURONG EAST","332 JURONG EAST AVE 1","332","JURONG EAST AVE 1","4 ROOM","04 TO 06","04","06",106,"Model A",1985,"65 years 01 month",65,350000,1.35159123927227,103.73019605105,18.893
"2019-10","JURONG EAST","105 JURONG EAST ST 13","105","JURONG EAST ST 13","4 ROOM","01 TO 03","01","03",91,"New Generation",1993,"72 years 09 months",72,443000,1.33738746819329,103.738527627347,16.943
"2019-10","JURONG EAST","258 JURONG EAST ST 24","258","JURONG EAST ST 24","4 ROOM","10 TO 12","10","12",98,"New Generation",1983,"62 years 04 months",62,360000,1.34378634902456,103.738635757888,18.172
"2019-10","JURONG EAST","320 JURONG EAST ST 31","320","JURONG EAST ST 31","4 ROOM","04 TO 06","04","06",105,"Model A",1984,"64 years 02 months",64,390000,1.34875786021291,103.730708675043,18.471
"2019-10","JURONG EAST","320 JURONG EAST ST 31","320","JURONG EAST ST 31","4 ROOM","13 TO 15","13","15",105,"Model A",1984,"64 years 02 months",64,440000,1.34875786021291,103.730708675043,18.471
"2019-10","JURONG EAST","409 PANDAN GDNS","409","PANDAN GDNS","4 ROOM","10 TO 12","10","12",97,"New Generation",1978,"58 years 01 month",58,322000,1.31851207644417,103.747372481331,15.963
"2019-10","JURONG EAST","20 TEBAN GDNS RD","20","TEBAN GDNS RD","4 ROOM","13 TO 15","13","15",92,"Model A",2013,"92 years 11 months",92,441000,1.32378355041705,103.7385183842,16.889
"2019-10","JURONG WEST","183A BOON LAY AVE","183A","BOON LAY AVE","4 ROOM","04 TO 06","04","06",92,"Model A",2015,"94 years 03 months",94,378500,1.34861716958628,103.709733571074,21.048
"2019-10","JURONG WEST","183C BOON LAY AVE","183C","BOON LAY AVE","4 ROOM","07 TO 09","07","09",92,"Model A",2015,"94 years 03 months",94,410000,1.34865235705733,103.709098000538,21.192
"2019-10","JURONG WEST","183D BOON LAY AVE","183D","BOON LAY AVE","4 ROOM","01 TO 03","01","03",92,"Model A",2015,"94 years 03 months",94,370000,1.34909073283024,103.709042656994,21.248
"2020-01","BUKIT PANJANG","435 BT PANJANG RING RD","435","BT PANJANG RING RD","4 ROOM","07 TO 09","07","09",84,"Simplified",1988,"67 years 11 months",67,3e+05,1.38603975530039,103.770196329443,18.268
"2020-01","BUKIT PANJANG","447 BT PANJANG RING RD","447","BT PANJANG RING RD","4 ROOM","07 TO 09","07","09",101,"Model A",1997,"76 years 05 months",76,340000,1.38318021667687,103.771603761569,18.283
"2020-01","BUKIT PANJANG","166 GANGSA RD","166","GANGSA RD","4 ROOM","04 TO 06","04","06",100,"Model A",1998,"77 years 04 months",77,455888,1.37748344975701,103.765391081305,17.828
"2020-01","BUKIT PANJANG","504 JELAPANG RD","504","JELAPANG RD","4 ROOM","07 TO 09","07","09",103,"Model A",1998,"77 years",77,340000,1.3847322385941,103.766932853057,18.846
"2020-01","BUKIT PANJANG","501 JELAPANG RD","501","JELAPANG RD","4 ROOM","16 TO 18","16","18",103,"Model A",1998,"77 years 03 months",77,383000,1.38288227586953,103.766847124866,18.921
"2020-01","BUKIT PANJANG","538 JELAPANG RD","538","JELAPANG RD","4 ROOM","07 TO 09","07","09",100,"Model A",1999,"78 years 04 months",78,390000,1.38387053713683,103.763690774195,18.733
"2020-01","BUKIT PANJANG","136 PETIR RD","136","PETIR RD","4 ROOM","01 TO 03","01","03",104,"Model A",1988,"67 years 09 months",67,310000,1.37461056095475,103.768753597677,18.186
"2020-01","BUKIT PANJANG","217 PETIR RD","217","PETIR RD","4 ROOM","07 TO 09","07","09",84,"Simplified",1987,"66 years 05 months",66,296000,1.37490882252027,103.773547827473,16.535
"2020-01","BUKIT PANJANG","205 PETIR RD","205","PETIR RD","4 ROOM","10 TO 12","10","12",103,"Model A",1988,"67 years 11 months",67,375000,1.37343025396585,103.773924079454,16.367
"2020-01","BUKIT PANJANG","168 PETIR RD","168","PETIR RD","4 ROOM","01 TO 03","01","03",102,"Model A",1998,"77 years 07 months",77,475000,1.37758285592609,103.764402344565,18.247
"2020-01","BUKIT PANJANG","459 SEGAR RD","459","SEGAR RD","4 ROOM","13 TO 15","13","15",93,"Premium Apartment",2015,"94 years 08 months",94,410000,1.38761161193831,103.771717424957,18.225
"2020-01","BUKIT PANJANG","486 SEGAR RD","486","SEGAR RD","4 ROOM","04 TO 06","04","06",92,"Model A",2014,"94 years",94,375000,1.38924060817621,103.77162077126,18.29
"2020-01","BUKIT PANJANG","460 SEGAR RD","460","SEGAR RD","4 ROOM","10 TO 12","10","12",93,"Premium Apartment",2015,"94 years 07 months",94,440000,1.38725146572543,103.772083507035,18.218
"2020-01","BUKIT PANJANG","465 SEGAR RD","465","SEGAR RD","4 ROOM","04 TO 06","04","06",90,"Premium Apartment",2002,"81 years 06 months",81,330000,1.38722762877204,103.772790109806,17.987
"2020-01","BUKIT PANJANG","459 SEGAR RD","459","SEGAR RD","4 ROOM","10 TO 12","10","12",93,"Premium Apartment",2015,"94 years 07 months",94,428000,1.38761161193831,103.771717424957,18.225
"2020-01","BUKIT PANJANG","455 SEGAR RD","455","SEGAR RD","4 ROOM","10 TO 12","10","12",93,"Premium Apartment",2012,"91 years 10 months",91,410000,1.38729105122449,103.770822142944,18.054
"2020-01","BUKIT PANJANG","471 SEGAR RD","471","SEGAR RD","4 ROOM","04 TO 06","04","06",90,"Premium Apartment",2002,"81 years 03 months",81,323000,1.3882916461168,103.772894835446,18.115
"2020-01","BUKIT PANJANG","461 SEGAR RD","461","SEGAR RD","4 ROOM","07 TO 09","07","09",93,"Premium Apartment",2015,"94 years 07 months",94,420000,1.3869743448416,103.771280059955,18.111
"2020-01","BUKIT PANJANG","461 SEGAR RD","461","SEGAR RD","4 ROOM","13 TO 15","13","15",93,"Premium Apartment",2015,"94 years 07 months",94,445800,1.3869743448416,103.771280059955,18.111
"2020-01","BUKIT PANJANG","481 SEGAR RD","481","SEGAR RD","4 ROOM","07 TO 09","07","09",92,"Premium Apartment",2002,"81 years 08 months",81,345000,1.38945648052361,103.772225899084,18.293
"2020-01","BUKIT PANJANG","635B SENJA RD","635B","SENJA RD","4 ROOM","19 TO 21","19","21",93,"Model A",2015,"94 years 10 months",94,480000,1.38660275237577,103.757710467868,18.958
"2020-01","BUKIT PANJANG","605 SENJA RD","605","SENJA RD","4 ROOM","22 TO 24","22","24",99,"Model A",1999,"78 years 04 months",78,515000,1.38080486799859,103.761856783214,18.283
"2020-01","BUKIT PANJANG","636B SENJA RD","636B","SENJA RD","4 ROOM","22 TO 24","22","24",92,"Model A",2015,"94 years 10 months",94,475000,1.38762470759976,103.758331445094,18.992
"2020-01","BUKIT PANJANG","636B SENJA RD","636B","SENJA RD","4 ROOM","13 TO 15","13","15",92,"Model A",2015,"94 years 10 months",94,485000,1.38762470759976,103.758331445094,18.992
"2020-01","BUKIT PANJANG","636B SENJA RD","636B","SENJA RD","4 ROOM","22 TO 24","22","24",92,"Model A",2015,"94 years 10 months",94,486488,1.38762470759976,103.758331445094,18.992
"2020-01","BUKIT PANJANG","605 SENJA RD","605","SENJA RD","4 ROOM","04 TO 06","04","06",99,"Model A",1999,"78 years 04 months",78,490000,1.38080486799859,103.761856783214,18.283
"2020-01","BUKIT TIMAH","9 TOH YI DR","9","TOH YI DR","4 ROOM","10 TO 12","10","12",104,"Model A",1989,"68 years 03 months",68,618000,1.33830479751081,103.773541593643,15.311
"2020-01","CHOA CHU KANG","294 CHOA CHU KANG AVE 2","294","CHOA CHU KANG AVE 2","4 ROOM","01 TO 03","01","03",104,"Model A",1990,"69 years 05 months",69,305000,1.37860430951383,103.74096177665,22.886
"2020-01","CHOA CHU KANG","294 CHOA CHU KANG AVE 2","294","CHOA CHU KANG AVE 2","4 ROOM","13 TO 15","13","15",103,"Model A",1990,"69 years 05 months",69,352888,1.37860430951383,103.74096177665,22.886
"2020-01","CHOA CHU KANG","294 CHOA CHU KANG AVE 2","294","CHOA CHU KANG AVE 2","4 ROOM","04 TO 06","04","06",103,"Model A",1990,"69 years 04 months",69,340000,1.37860430951383,103.74096177665,22.886
"2020-01","CHOA CHU KANG","405 CHOA CHU KANG AVE 3","405","CHOA CHU KANG AVE 3","4 ROOM","10 TO 12","10","12",104,"Model A",1993,"72 years 06 months",72,345000,1.38021754622899,103.739453325086,23.127
"2020-01","CHOA CHU KANG","286 CHOA CHU KANG AVE 3","286","CHOA CHU KANG AVE 3","4 ROOM","10 TO 12","10","12",106,"Model A",1993,"72 years 05 months",72,365000,1.37961096389848,103.741537948984,20.693
"2020-01","CHOA CHU KANG","423 CHOA CHU KANG AVE 4","423","CHOA CHU KANG AVE 4","4 ROOM","01 TO 03","01","03",104,"Model A",1992,"71 years 07 months",71,310000,1.3820241469387,103.740310723833,23.09
"2020-01","CHOA CHU KANG","455 CHOA CHU KANG AVE 4","455","CHOA CHU KANG AVE 4","4 ROOM","16 TO 18","16","18",103,"Premium Apartment",2000,"79 years 04 months",79,325000,1.37942324084484,103.735183712105,23.66
"2020-01","CHOA CHU KANG","476A CHOA CHU KANG AVE 5","476A","CHOA CHU KANG AVE 5","4 ROOM","16 TO 18","16","18",92,"Model A",2013,"92 years 06 months",92,390000,1.37652018482202,103.738025725932,22.706
"2020-01","CHOA CHU KANG","484D CHOA CHU KANG AVE 5","484D","CHOA CHU KANG AVE 5","4 ROOM","07 TO 09","07","09",101,"Model A",1999,"78 years 03 months",78,340000,1.37534797754277,103.737317097286,23.031
"2020-01","CHOA CHU KANG","691A CHOA CHU KANG CRES","691A","CHOA CHU KANG CRES","4 ROOM","22 TO 24","22","24",90,"Model A",2003,"82 years 05 months",82,326000,1.40115779753494,103.751471709468,23.289
"2020-01","CHOA CHU KANG","670A CHOA CHU KANG CRES","670A","CHOA CHU KANG CRES","4 ROOM","07 TO 09","07","09",103,"Premium Apartment",1999,"78 years 11 months",78,350000,1.4026789634991,103.747562464245,23.436
"2020-01","CHOA CHU KANG","685C CHOA CHU KANG CRES","685C","CHOA CHU KANG CRES","4 ROOM","07 TO 09","07","09",85,"Model A2",2002,"81 years 09 months",81,317000,1.40349428170579,103.748677231954,23.334
"2020-01","CHOA CHU KANG","685C CHOA CHU KANG CRES","685C","CHOA CHU KANG CRES","4 ROOM","01 TO 03","01","03",86,"Model A2",2002,"81 years 09 months",81,3e+05,1.40349428170579,103.748677231954,23.334
"2020-01","CHOA CHU KANG","673 CHOA CHU KANG CRES","673","CHOA CHU KANG CRES","4 ROOM","01 TO 03","01","03",103,"Premium Apartment",1999,"78 years 09 months",78,325000,1.40132802512812,103.748136094413,23.578
"2020-01","CHOA CHU KANG","205 CHOA CHU KANG CTRL","205","CHOA CHU KANG CTRL","4 ROOM","07 TO 09","07","09",104,"Model A",1989,"68 years 04 months",68,323000,1.38092680230382,103.748559601544,19.826
"2020-01","CHOA CHU KANG","211 CHOA CHU KANG CTRL","211","CHOA CHU KANG CTRL","4 ROOM","04 TO 06","04","06",114,"Model A",1989,"68 years 11 months",68,370000,1.38192104456083,103.747901184928,20.136
"2020-01","CHOA CHU KANG","230 CHOA CHU KANG CTRL","230","CHOA CHU KANG CTRL","4 ROOM","07 TO 09","07","09",111,"Model A",1990,"69 years 05 months",69,340000,1.3804123119769,103.746190534804,20.326
"2020-01","CHOA CHU KANG","573 CHOA CHU KANG ST 52","573","CHOA CHU KANG ST 52","4 ROOM","10 TO 12","10","12",92,"Model A",2015,"94 years 01 month",94,440000,1.39441682553354,103.745432631111,22.628
"2020-01","CHOA CHU KANG","704 CHOA CHU KANG ST 53","704","CHOA CHU KANG ST 53","4 ROOM","10 TO 12","10","12",109,"Model A",1995,"74 years 05 months",74,350000,1.390443298753,103.745743952477,22.417
"2020-01","CHOA CHU KANG","4 TECK WHYE AVE","4","TECK WHYE AVE","4 ROOM","01 TO 03","01","03",102,"Model A",1984,"63 years 06 months",63,303000,1.38193929484651,103.752806721707,19.254
"2020-01","CHOA CHU KANG","102 TECK WHYE LANE","102","TECK WHYE LANE","4 ROOM","04 TO 06","04","06",104,"Model A",1989,"68 years 03 months",68,315000,1.377082841385,103.754394432037,19.288
"2020-01","CHOA CHU KANG","112 TECK WHYE LANE","112","TECK WHYE LANE","4 ROOM","04 TO 06","04","06",106,"Model A",1989,"68 years 02 months",68,288000,1.37748545136822,103.751921303308,19.623
"2020-01","CHOA CHU KANG","103 TECK WHYE LANE","103","TECK WHYE LANE","4 ROOM","07 TO 09","07","09",104,"Model A",1989,"68 years 02 months",68,318000,1.37713078246274,103.753555993761,19.348
"2020-01","CLEMENTI","454 CLEMENTI AVE 3","454","CLEMENTI AVE 3","4 ROOM","07 TO 09","07","09",86,"Model A",2002,"81 years 11 months",81,628000,1.31226929073949,103.766430370318,13.185
"2020-01","CLEMENTI","441B CLEMENTI AVE 3","441B","CLEMENTI AVE 3","4 ROOM","22 TO 24","22","24",96,"Model A",2012,"91 years 06 months",91,860000,1.31489619639366,103.764423054189,13.216
"2020-01","CLEMENTI","311C CLEMENTI AVE 4","311C","CLEMENTI AVE 4","4 ROOM","31 TO 33","31","33",82,"DBSS",2014,"94 years",94,772000,1.32010579336827,103.765573470177,13.866
"2020-01","CLEMENTI","311B CLEMENTI AVE 4","311B","CLEMENTI AVE 4","4 ROOM","31 TO 33","31","33",81,"DBSS",2014,"93 years 11 months",93,726000,1.31944669077178,103.765649446368,13.834
"2020-01","CLEMENTI","311A CLEMENTI AVE 4","311A","CLEMENTI AVE 4","4 ROOM","25 TO 27","25","27",81,"DBSS",2014,"93 years 11 months",93,790000,1.31911656776897,103.765492195959,13.829
"2020-01","CLEMENTI","311B CLEMENTI AVE 4","311B","CLEMENTI AVE 4","4 ROOM","10 TO 12","10","12",81,"DBSS",2014,"93 years 11 months",93,722000,1.31944669077178,103.765649446368,13.834
"2020-01","CLEMENTI","311C CLEMENTI AVE 4","311C","CLEMENTI AVE 4","4 ROOM","10 TO 12","10","12",80,"DBSS",2014,"93 years 11 months",93,716666,1.32010579336827,103.765573470177,13.866
"2020-01","CLEMENTI","339 CLEMENTI AVE 5","339","CLEMENTI AVE 5","4 ROOM","01 TO 03","01","03",92,"New Generation",1979,"58 years 10 months",58,380000,1.31966316716168,103.769139839665,13.368
"2020-01","CLEMENTI","118 CLEMENTI ST 13","118","CLEMENTI ST 13","4 ROOM","13 TO 15","13","15",108,"Model A",1984,"63 years 09 months",63,560000,1.32491798651946,103.771891149087,13.614
"2020-01","CLEMENTI","610 CLEMENTI WEST ST 1","610","CLEMENTI WEST ST 1","4 ROOM","01 TO 03","01","03",104,"Model A",1983,"62 years 07 months",62,360000,1.30454704525517,103.768773617907,14.351
"2020-01","CLEMENTI","708 CLEMENTI WEST ST 2","708","CLEMENTI WEST ST 2","4 ROOM","04 TO 06","04","06",91,"New Generation",1980,"59 years 06 months",59,340000,1.30571872306759,103.762167768843,13.302
"2020-01","CLEMENTI","509 WEST COAST DR","509","WEST COAST DR","4 ROOM","04 TO 06","04","06",92,"New Generation",1978,"57 years",57,360000,1.31115775820738,103.761017537669,14.111
"2020-01","CLEMENTI","509 WEST COAST DR","509","WEST COAST DR","4 ROOM","07 TO 09","07","09",83,"New Generation",1978,"57 years",57,322888,1.31115775820738,103.761017537669,14.111
"2020-01","GEYLANG","31 BALAM RD","31","BALAM RD","4 ROOM","13 TO 15","13","15",92,"New Generation",1985,"64 years 03 months",64,460000,1.32968232972727,103.885407998763,8.624
"2020-01","GEYLANG","30 CASSIA CRES","30","CASSIA CRES","4 ROOM","01 TO 03","01","03",101,"Model A",1998,"77 years 05 months",77,520000,1.30944315518034,103.883336276334,5.503
"2020-01","GEYLANG","58 DAKOTA CRES","58","DAKOTA CRES","4 ROOM","01 TO 03","01","03",102,"Model A",1984,"63 years 10 months",63,671000,1.30730729862781,103.889390130934,6.114
"2020-01","GEYLANG","11 EUNOS CRES","11","EUNOS CRES","4 ROOM","07 TO 09","07","09",91,"New Generation",1977,"56 years 05 months",56,415000,1.32180029262903,103.904424351182,9.072
"2020-01","GEYLANG","9 EUNOS CRES","9","EUNOS CRES","4 ROOM","10 TO 12","10","12",91,"New Generation",1978,"57 years 06 months",57,435000,1.3218065735396,103.902776438263,8.422
"2020-01","GEYLANG","32 EUNOS CRES","32","EUNOS CRES","4 ROOM","10 TO 12","10","12",90,"Model A",2007,"86 years",86,745000,1.32029253511763,103.901355995305,8.635
"2020-01","GEYLANG","47 JLN TIGA","47","JLN TIGA","4 ROOM","10 TO 12","10","12",85,"Model A",2005,"84 years 04 months",84,650000,1.30876081841943,103.885032047857,5.76
"2020-01","GEYLANG","43A SIMS DR","43A","SIMS DR","4 ROOM","04 TO 06","04","06",108,"Model A",1989,"68 years 10 months",68,458000,1.31681884371364,103.876639624866,6.421
"2020-01","GEYLANG","339 UBI AVE 1","339","UBI AVE 1","4 ROOM","01 TO 03","01","03",89,"Simplified",1986,"65 years 01 month",65,390000,1.32646063251974,103.902007029513,9.661
"2020-01","GEYLANG","343 UBI AVE 1","343","UBI AVE 1","4 ROOM","01 TO 03","01","03",84,"Simplified",1986,"65 years 05 months",65,338000,1.32650665598538,103.900492068781,9.453
"2020-01","GEYLANG","323 UBI AVE 1","323","UBI AVE 1","4 ROOM","10 TO 12","10","12",84,"Simplified",1985,"64 years 05 months",64,380000,1.32803365560415,103.904398329853,9.685
"2020-01","HOUGANG","980B BUANGKOK CRES","980B","BUANGKOK CRES","4 ROOM","13 TO 15","13","15",90,"Model A",2003,"82 years 06 months",82,345000,1.37972529696275,103.881133269191,15.764
"2020-01","HOUGANG","981A BUANGKOK CRES","981A","BUANGKOK CRES","4 ROOM","07 TO 09","07","09",90,"Model A",2003,"82 years 04 months",82,343000,1.38048661721772,103.880709706168,15.778
"2020-01","HOUGANG","980B BUANGKOK CRES","980B","BUANGKOK CRES","4 ROOM","04 TO 06","04","06",90,"Model A",2003,"82 years 06 months",82,345000,1.37972529696275,103.881133269191,15.764
"2020-01","HOUGANG","988A BUANGKOK GREEN","988A","BUANGKOK GREEN","4 ROOM","07 TO 09","07","09",93,"Model A",2015,"94 years 01 month",94,440000,1.37946759731567,103.877266477065,16.04
"2020-01","HOUGANG","173 HOUGANG AVE 1","173","HOUGANG AVE 1","4 ROOM","10 TO 12","10","12",102,"Model A",1997,"76 years 11 months",76,385000,1.3501246547491,103.888838230371,11.635
"2020-01","HOUGANG","232 HOUGANG AVE 1","232","HOUGANG AVE 1","4 ROOM","04 TO 06","04","06",104,"Model A",1984,"63 years 10 months",63,450000,1.35854702755579,103.888523907469,12.072
"2020-01","HOUGANG","457 HOUGANG AVE 10","457","HOUGANG AVE 10","4 ROOM","04 TO 06","04","06",105,"Model A",1992,"71 years 10 months",71,385000,1.37697434058101,103.895998625016,15.834
"2020-01","HOUGANG","420 HOUGANG AVE 10","420","HOUGANG AVE 10","4 ROOM","01 TO 03","01","03",110,"Model A",1989,"68 years 08 months",68,4e+05,1.37580558530644,103.894819073452,16.525
"2020-01","HOUGANG","706 HOUGANG AVE 2","706","HOUGANG AVE 2","4 ROOM","01 TO 03","01","03",91,"New Generation",1985,"64 years 11 months",64,309000,1.36596036249795,103.888646477925,15.605
"2020-01","HOUGANG","702 HOUGANG AVE 2","702","HOUGANG AVE 2","4 ROOM","10 TO 12","10","12",93,"New Generation",1985,"64 years 09 months",64,348000,1.36575849509964,103.889720136349,15.59
"2020-01","HOUGANG","708 HOUGANG AVE 2","708","HOUGANG AVE 2","4 ROOM","04 TO 06","04","06",95,"New Generation",1985,"64 years 07 months",64,308000,1.36669418462152,103.88909314947,15.437
"2020-01","HOUGANG","363 HOUGANG AVE 5","363","HOUGANG AVE 5","4 ROOM","10 TO 12","10","12",104,"Model A",1992,"71 years 09 months",71,395000,1.36990038425157,103.896393480429,14.199
"2020-01","HOUGANG","637 HOUGANG AVE 8","637","HOUGANG AVE 8","4 ROOM","13 TO 15","13","15",84,"Simplified",1987,"66 years 08 months",66,352000,1.37096794957291,103.879282091229,15.333
"2020-01","HOUGANG","418 HOUGANG AVE 8","418","HOUGANG AVE 8","4 ROOM","01 TO 03","01","03",110,"Model A",1989,"68 years 03 months",68,365000,1.37598297260748,103.895426311766,16.508
"2020-01","HOUGANG","506 HOUGANG AVE 8","506","HOUGANG AVE 8","4 ROOM","10 TO 12","10","12",84,"Simplified",1987,"66 years 02 months",66,361000,1.37276572375702,103.887618824824,15.61
"2020-01","HOUGANG","918 HOUGANG AVE 9","918","HOUGANG AVE 9","4 ROOM","04 TO 06","04","06",100,"Model A",1998,"77 years 03 months",77,382000,1.37558451584825,103.883516297929,15.32
"2020-01","HOUGANG","838 HOUGANG CTRL","838","HOUGANG CTRL","4 ROOM","07 TO 09","07","09",98,"Model A",1997,"76 years 03 months",76,540000,1.36987745772013,103.891412815739,14.122
"2020-01","HOUGANG","239 HOUGANG ST 22","239","HOUGANG ST 22","4 ROOM","04 TO 06","04","06",104,"Model A",1984,"63 years 11 months",63,360000,1.35597309080357,103.890478116124,11.845
"2020-01","HOUGANG","911 HOUGANG ST 91","911","HOUGANG ST 91","4 ROOM","07 TO 09","07","09",92,"Model A2",1998,"77 years 01 month",77,370000,1.37893742257033,103.883855739335,16.11
"2020-01","HOUGANG","970 HOUGANG ST 91","970","HOUGANG ST 91","4 ROOM","10 TO 12","10","12",101,"Model A",1999,"78 years 11 months",78,380000,1.37878537995761,103.880486024951,15.3
"2020-01","HOUGANG","143 LOR AH SOO","143","LOR AH SOO","4 ROOM","10 TO 12","10","12",103,"Model A",1984,"63 years 11 months",63,415888,1.35223342746652,103.882841640503,12.159
"2020-01","HOUGANG","471B UPP SERANGOON CRES","471B","UPP SERANGOON CRES","4 ROOM","04 TO 06","04","06",92,"Model A",2015,"94 years 05 months",94,405000,1.37801001262766,103.901070789874,15.316
"2020-01","HOUGANG","475A UPP SERANGOON CRES","475A","UPP SERANGOON CRES","4 ROOM","10 TO 12","10","12",92,"DBSS",2014,"93 years 10 months",93,7e+05,1.37629840280721,103.900220786851,15.609
"2020-01","HOUGANG","476B UPP SERANGOON VIEW","476B","UPP SERANGOON VIEW","4 ROOM","13 TO 15","13","15",92,"Premium Apartment",2016,"95 years 02 months",95,520000,1.37732845210704,103.904212191193,15.301
"2020-01","JURONG EAST","221A JURONG EAST ST 21","221A","JURONG EAST ST 21","4 ROOM","07 TO 09","07","09",91,"New Generation",1984,"63 years 08 months",63,398000,1.34070318741736,103.736329305044,17.723
"2020-01","JURONG EAST","236 JURONG EAST ST 21","236","JURONG EAST ST 21","4 ROOM","07 TO 09","07","09",93,"New Generation",1982,"61 years 01 month",61,365000,1.34040691118426,103.742128554131,17.243
"2020-01","JURONG EAST","208 JURONG EAST ST 21","208","JURONG EAST ST 21","4 ROOM","04 TO 06","04","06",95,"New Generation",1982,"61 years 11 months",61,379000,1.33843639629876,103.742666857372,16.729
"2020-01","JURONG EAST","236 JURONG EAST ST 21","236","JURONG EAST ST 21","4 ROOM","04 TO 06","04","06",95,"New Generation",1982,"61 years 01 month",61,330000,1.34040691118426,103.742128554131,17.243
"2020-01","JURONG EAST","248 JURONG EAST ST 24","248","JURONG EAST ST 24","4 ROOM","01 TO 03","01","03",99,"New Generation",1983,"62 years 02 months",62,380000,1.34227314306725,103.740101374257,18.102
"2020-01","JURONG EAST","22 TEBAN GDNS RD","22","TEBAN GDNS RD","4 ROOM","34 TO 36","34","36",87,"Model A",2013,"92 years 08 months",92,470000,1.32277239024452,103.739714299254,16.02
"2020-01","JURONG EAST","21 TEBAN GDNS RD","21","TEBAN GDNS RD","4 ROOM","31 TO 33","31","33",92,"Model A",2013,"92 years 08 months",92,465000,1.32368064923943,103.739156156511,16.949
"2020-01","JURONG EAST","276 TOH GUAN RD","276","TOH GUAN RD","4 ROOM","19 TO 21","19","21",100,"Model A",1998,"77 years 09 months",77,525000,1.34096054679072,103.747453693181,17.462
"2020-01","JURONG EAST","273 TOH GUAN RD","273","TOH GUAN RD","4 ROOM","04 TO 06","04","06",101,"Model A",1999,"78 years 01 month",78,430000,1.34266194835614,103.745310932473,17.452
"2020-01","JURONG WEST","183A BOON LAY AVE","183A","BOON LAY AVE","4 ROOM","01 TO 03","01","03",92,"Model A",2015,"94 years",94,373000,1.34861716958628,103.709733571074,21.048
"2020-01","JURONG WEST","181A BOON LAY DR","181A","BOON LAY DR","4 ROOM","04 TO 06","04","06",93,"Model A",2014,"93 years 05 months",93,416000,1.34861811652171,103.708239203165,21.049
"2020-01","JURONG WEST","181A BOON LAY DR","181A","BOON LAY DR","4 ROOM","01 TO 03","01","03",93,"Model A",2014,"93 years 04 months",93,4e+05,1.34861811652171,103.708239203165,21.049
"2020-01","JURONG WEST","258 BOON LAY DR","258","BOON LAY DR","4 ROOM","13 TO 15","13","15",115,"Model A",1995,"74 years 06 months",74,412000,1.34618712907228,103.708425276777,21.035
"2020-01","JURONG WEST","196B BOON LAY DR","196B","BOON LAY DR","4 ROOM","07 TO 09","07","09",93,"Model A",2015,"94 years 03 months",94,480000,1.34278860969526,103.714301445473,20.589
"2020-01","JURONG WEST","265 BOON LAY DR","265","BOON LAY DR","4 ROOM","04 TO 06","04","06",115,"Model A",1995,"74 years 05 months",74,367000,1.3456794296167,103.706599274406,21.087
